val_loss,val_mean_absolute_percentage_error,loss,mean_absolute_percentage_error
1.8449013297371688,2441658.992767094,2.1682039036904843,2329869.6110618906
2.116063162983088,2801327.403754355,1.3400206341537166,1926978.3146359625
1.4722358287539699,2325810.6871541487,1.2305072108964579,1827380.771402167
1.32622064964307,2105625.924247607,1.1773754476982907,1741145.7472433352
1.415414595368591,2292926.891011253,1.1465635634585722,1685708.0439093506
1.4380172564175326,2471205.3081929684,1.1366898818027764,1672812.4814311175
1.4763889635104888,2557623.3810900506,1.1251003710461907,1659828.3847790055
1.330589473301017,2307569.327835562,1.1157502696303774,1705619.7932302062
1.3055001175977712,2299932.2533521913,1.105463502111134,1669217.2973690007
1.402319077207341,2302719.5627302993,1.09958451169888,1644551.0684456392
1.344304133488538,2334292.5780551713,1.0913190693704837,1618676.7542037847
1.3715245001978622,2183570.2030514698,1.079294804609635,1542628.557998542
1.432483451151755,2434667.6232811473,1.0732331689332444,1488702.6304095448
1.3647026178403918,2422613.914053814,1.0656877549028387,1448153.6010109927
1.3111412916003748,2416432.8664057166,1.056508365277417,1445149.8470634434
1.6071131837749566,2835802.7590268976,1.0499859778029288,1357143.058732545
1.3634246265749141,2525453.9917641496,1.0419145086503943,1300718.1147024406
1.483259924221923,2436890.905700111,1.0297915717390158,1338222.841695169
1.5815169580176032,2197495.2445321567,1.024319866666176,1287852.3002261536
1.3717341377390668,2298462.076691753,1.0200330031609548,1201871.7290463226
1.385677969459285,2352024.8879199973,1.0105340005814094,1210536.1345530152
1.3438158108736633,2328982.967493754,1.0064283761414197,1233528.586767275
1.478830312776808,2364063.786224356,1.00044363559182,1145983.8502487883
1.5061337097725966,2672334.999697882,0.9906492449037749,1065647.6190443344
1.4237187247485983,2442923.283940031,0.9831765345537931,1042342.162284348
1.4372288372000999,2594401.9489948,0.9772279293397953,1008100.7025388526
1.5493929426790602,2618734.0917528216,0.9673978416180534,1072178.6904485584
1.4761319596218985,2613819.8378456244,0.9645195989961911,998635.7038197434
1.4219763776052865,2552156.873268139,0.9580862961981171,954034.1077484889
1.4007364056119653,2530028.728636666,0.9542111185397449,951687.7740799014
1.4229152835916696,2593385.115360688,0.9459679526168323,900969.5925998237
1.4694123213212005,2448167.314941783,0.9393684175657275,846172.880747102
1.3813007732297786,2282274.5778893013,0.9338733877641097,851454.2283453913
1.5489740435177788,3048602.714049777,0.9297656904157879,878321.054904408
1.5373535850181432,2722877.3083964195,0.9160105585376279,775614.1299795471
1.411995719444099,2673400.458102234,0.9136606724663581,762252.965054842
1.3362288844467742,2329382.267340112,0.9069197549501034,701398.4415656745
1.46590949438519,2655620.812334326,0.9034100392579627,725022.622558147
1.4612706186098856,2646947.8119900175,0.8988702276039953,652208.4440603164
1.529296280272949,2631394.5631332514,0.8885204737068867,716796.0014755289
1.5680269972492826,2814089.6531710224,0.8849761003630836,666934.7039616158
1.443669698711216,2436701.377111537,0.8716124503503963,664350.9586328953
1.556294690910086,2608563.7595581617,0.8679294637306728,561753.921929595
1.7089987476536017,2392397.7459286875,0.8610211497958522,521878.3260091396
1.5952946396598622,2606762.787724884,0.850367448966399,531172.240155168
1.5811361018462413,2742248.3904231507,0.8465635580803031,564580.3330307021
1.5621865011780625,2640788.9888611343,0.8335356009089832,574405.362507353
1.6352902095616666,2817962.222290589,0.8279044097073021,514740.0632387252
1.547841049474476,2753462.7901564064,0.82263748012462,548891.4448929179
1.6370382308246774,2868019.0098378975,0.8149677269088959,489321.3978132143
1.4396573682762783,2625320.8810932594,0.8051912141121021,490325.3476260063
1.549775260028959,2673235.1971478406,0.8005065492864775,570980.4842657943
1.5413423234247499,2824988.916265681,0.793749057433566,600457.2492400298
1.5225094403116566,2824439.4806237365,0.7839719847269777,472964.886218998
1.6160848955889857,2772106.424564835,0.7744630538469088,505354.59439619805
1.5038708594970065,2852737.065935261,0.765825064696235,467166.95676175493
1.4812721914422038,2475162.1392692844,0.7602147659979762,524077.4665979472
1.6545927065987092,2608240.3130576373,0.7528266015821699,536805.37368471
1.6697971218187866,2794422.0323921954,0.7498515992934416,540628.3173823894
1.6357383189570787,2794256.8154363106,0.734943234738073,509187.34348828136
1.5578023091497943,2710243.1724910433,0.7309389621013733,478990.80087196385
1.6091968078225307,2846617.292942457,0.726597067664752,497428.6522948256
1.5834711875310745,2573410.0876291855,0.717725612300568,436661.08780759387
1.6490119321596612,3222377.1067342027,0.7084526495538946,419095.52995777974
1.6353314983391882,2588626.1751772156,0.6991025635769569,434811.6315017605
1.5126730852985752,2953921.413885696,0.6956527559130669,394423.55817460467
1.547430488687413,2518442.4543806505,0.6907859514211405,473517.799627992
1.7706285197685623,3075568.2976750825,0.6782321952341095,460672.7787483485
1.6943602220333873,3294395.0104176654,0.6739963075906551,405538.2821572234
1.6052914899585848,2653790.6331684547,0.6661070108683961,443728.04084583244
1.780241163697672,3255780.859954617,0.6601622107910475,406700.46043040545
1.6314748993827097,2995262.1602942133,0.6554339056302847,413375.09512743074
1.9096952321249105,3182411.516284576,0.6452588237302641,413570.87767722417
1.6423727988911503,2855720.671037485,0.6423434943506899,429441.41054658295
1.6443516186101688,2876400.9146980084,0.6365364171957307,383156.2882736238
1.829850352741165,2973115.5917769196,0.6299423237739248,395180.6847726089
1.8140616781369963,3065445.5411246615,0.6215229374675924,433697.6392468457
1.9115109336686427,2672023.024370849,0.6176192893009881,412054.13446080236
1.92934987090713,2695834.579817105,0.6083697911225936,432016.5184774826
1.6489039095725408,2805317.3446555724,0.6067180629209424,387330.4974277265
1.786925331974971,2655184.4656534037,0.5976854321548084,368587.46182280814
1.793902641493797,2561873.2213331196,0.5960785784636692,322473.3362897725
1.6822844418158547,2383420.733627682,0.5868468695972449,424825.3177183141
1.7707689600792467,2941078.606161989,0.5805644948699176,443637.62624301907
1.7882259058232013,2877800.69015966,0.5738457541215314,398229.260895424
1.875193891431128,2981426.201185614,0.5695929132470917,360096.128090601
1.7122515630764836,3006271.3877309333,0.5634184083550319,352516.0451457674
1.752841131864748,2977476.020168675,0.5635461886753865,456826.47298038326
1.710036233125459,2851220.4383299313,0.5559524596131593,324383.57657285134
1.8140924325646877,2952564.9534947416,0.5485503562913823,389635.459839598
1.8523629022650188,2938925.481747656,0.5479000791831299,406893.281490256
2.0524690695376657,3013490.579460523,0.5385777821798485,377352.8394773113
1.7711461048942108,2485416.3576820823,0.5314005484275595,387968.4013631184
1.8890600750769393,2903369.592045952,0.5300220833954414,339299.7286064397
1.8272892528046687,2839843.371342861,0.5272933044484043,326531.98931787757
2.0085808166728705,2528220.999006396,0.5190509872469856,342902.4855449135
1.848325640079043,2965955.283362402,0.5137619906295658,321578.43138490984
1.8071768972069926,2339798.6282492867,0.5154186211246276,370372.5625393347
1.9028894676621575,2534175.1214240436,0.5026321656172879,386064.98650944023
1.8892303437413551,2230318.6260307007,0.5062705605529599,346413.9089768779
